pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,default_flag,disc_pubdate,disc_year,discoverymethod,disc_locale,disc_facility,disc_telescope,ra,dec,glon,glat,elon,elat,pl_orbper,pl_orblper,pl_orbsmax,pl_orbincl,pl_orbtper,pl_orbeccen,pl_eqt,pl_occdep,pl_insol,pl_dens,pl_trandep,pl_tranmid,pl_trandur,sy_umag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gmag,sy_gaiamag,sy_tmag,pl_controv_flag,st_metratio,st_spectype,sy_kepmag,st_rotp,pl_projobliq,x,y,z,htm20,pl_rvamp,pl_radj,pl_rade,pl_ratror,pl_ratdor,pl_trueobliq,sy_icmag,rowupdate,pl_pubdate,releasedate,dkin_flag,pl_imppar,pl_cmassj,pl_cmasse,pl_massj,pl_masse,pl_bmassj,pl_bmasse,pl_bmassprov,pl_msinij,pl_msinie,st_teff,st_met,st_radv,st_vsin,st_lum,st_logg,st_age,st_mass,st_dens,st_rad,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,soltype,sy_snum,sy_pnum,sy_mnum,cb_flag,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_nnotes,sy_pm,sy_pmra,sy_pmdec,sy_plx,sy_dist,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,st_spectype_simp
Kepler-76 b,b,Kepler-76,,,TIC 138644215,Gaia DR2 2052441008208934144,1,2013-07,2013,Orbital Brightness Modulation,Space,Kepler,0.95 m Kepler Telescope,294.1921185,39.6189727,73.0559,8.97802,308.91013,59.83224,1.5449298,,0.0274,77.55,,,2140.0,0.01316,,1.1,,2454966.54841,,,,,,12.016,12.056,11.97,9.258,,13.2755,12.8939,0,[Fe/H],,13.308,,,0.3156679322148702,-0.7026514944043598,0.6376790995340118,1201210019,306.0,1.36,15.244,0.1033,4.464,,,2015-10-07,2015-05,2015-10-15,0,0.9623,,,2.01,638.8383,2.01,638.8383,Mass,,,6409.0,-0.1,,,,4.2,,1.2,,1.32,0,0,1,1,0,1,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,2.5738644,-0.48519,-2.52772,1.18642,822.96,13.478,13.474,12.343,12.134,12.092,
TOI-969 c,c,TOI-969,,,TIC 280437559,Gaia DR2 3087206553745290624,1,2022-10,2022,Radial Velocity,Ground,Multiple Observatories,Multiple Telescopes,115.1366858,2.0985879,216.69969,11.87747,116.68006,-19.04238,1700.0,208.5,2.52,,,0.628,96.4,,0.02,,,2460640.0,,,,,,8.783,8.853,8.726,8.198,,11.2667,10.5424,0,[Fe/H],K V,,,,-0.4244942597534017,0.9046898178140406,0.0366190794533312,-891115527,,,,,806.0,,,2022-10-31,2022-10,2022-10-31,0,,,,,,11.3,3591.461,Msini,11.3,3591.461,4435.0,0.175,-5.79,,,4.55,2.03,0.73,,0.67,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,0,85.0905897,-34.1522,-77.9361,12.9155,77.2554,12.737,11.646,9.596,9.029,8.879,K
OGLE-2017-BLG-1691L b,b,OGLE-2017-BLG-1691L,,,,,1,2022-08,2022,Microlensing,Ground,OGLE,1.3 m Warsaw University Telescope,263.5938333,-29.2848306,358.3995,1.89547,264.38092,-5.97033,,,2.41,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-0.097316357913148,-0.8667527266764055,-0.4891515483789621,-2121573313,,,,,,,,2022-10-31,2022-08,2022-10-31,0,,,,0.046,14.62011,0.046,14.62011,Mass,,,,,,,,,,0.45,,,0,0,0,0,0,0,1,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,3,,,,,7290.0,,,,,,
KMT-2021-BLG-0320L b,b,KMT-2021-BLG-0320L,,,,,1,2022-08,2022,Microlensing,Ground,KMTNet,1.6 m wide-field telescope,269.388125,-30.5039389,359.97293,-3.02784,269.46491,-7.06579,,,1.54,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-0.0092009913464358,-0.861545136644041,-0.5075975958209844,1650652061,,,,,,,,2022-10-31,2022-08,2022-10-31,0,,,,0.1,31.78284,0.1,31.78284,Mass,,,,,,,,,,0.32,,,0,0,0,0,0,0,1,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,2,,,,,6950.0,,,,,,
KMT-2021-BLG-1303L b,b,KMT-2021-BLG-1303L,,,,,1,2022-08,2022,Microlensing,Ground,KMTNet,1.6 m wide-field telescope,271.863875,-29.2815806,2.09502,-4.29901,271.63031,-5.85287,,,2.89,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0283691846194134,-0.8717650778059838,-0.4891020736839668,-1437133699,,,,,,,,2022-10-31,2022-08,2022-10-31,0,,,,0.38,120.77479,0.38,120.77479,Mass,,,,,,,,,,0.57,,,0,0,0,0,0,0,1,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,,,,,6280.0,,,,,,
KMT-2021-BLG-1554L b,b,KMT-2021-BLG-1554L,,,,,1,2022-08,2022,Microlensing,Ground,KMTNet,1.6 m wide-field telescope,267.8034167,-31.8643611,358.11234,-2.54313,268.11027,-8.43946,,,0.72,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-0.0325521664466233,-0.848676157855736,-0.527910158594109,750240278,,,,,,,,2022-10-31,2022-08,2022-10-31,0,,,,0.12,38.13941,0.12,38.13941,Mass,,,,,,,,,,0.08,,,0,0,0,0,0,0,1,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,3,,,,,7680.0,,,,,,
Kepler-1762 b,b,Kepler-1762,,,TIC 122447896,Gaia DR2 2101083368257255040,1,2022-02,2021,Transit,Space,Kepler,0.95 m Kepler Telescope,290.4931471,39.7855117,71.90027,11.59203,303.53421,60.86044,29.53910065,,,,,,,,,,,,,,,,,13.792,13.817,12.36,8.913,,15.083,14.6824,0,[Fe/H],,15.111,,,0.2690291462284663,-0.7198135826943493,0.6399154042905261,1577225588,,0.246,2.76,,,,,2021-12-05,2022-02,2021-12-05,0,,,,,,,,,,,6572.0,0.07,,,,4.37,,1.3,3.4717,1.24,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,1.4274696,-0.607836,1.29159,0.572829,1663.74,15.722,15.239,14.15,13.854,13.874,
HD 206893 b,b,HD 206893,HD 206893,,TIC 155782207,Gaia DR2 6843672087120107264,1,2021-01,2021,Imaging,Ground,Gemini Observatory,8.19 m Gemini South Telescope,326.3416874,-12.7833522,41.69494,-44.278,324.26682,0.68711,9350.0,183.0,9.6,146.8,,0.14,1429.2,,,,,,,,,,,5.573,5.452,5.629,5.481,,6.56783,6.2566,0,,F5 V,,,,0.8117265201903032,-0.5405014244647212,-0.2212651499250355,770978482,,1.25,14.011,,,,,2022-12-05,2022-08,2022-12-05,0,,,,28.0,8899.1954,28.0,8899.1954,Mass,,,,,,,,,0.155,1.32,,,0,0,0,1,1,0,0,0,1,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,4,93.7762014,93.7762,0.0161577,24.5062,40.7583,7.108,6.68804,5.869,5.687,5.593,F
K2-411 b,b,K2-411,,,TIC 440701570,Gaia DR2 50884474718017408,1,2022-10,2022,Transit,Space,K2,0.95 m Kepler Telescope,58.003631,19.3909877,171.0844,-26.15051,60.00572,-0.77899,3.2141,,0.0511,90.001,,,,,619.04,,,2457064.8355,,,,,,10.249,10.277,10.281,8.949,,11.9872,11.4618,0,[Fe/H],,11.935,,,0.4998088417629947,0.7999741533891362,0.3320127642197937,-1983304480,,0.088,0.99,,,,,2022-11-07,2022-10,2022-11-07,0,,,,,,,,,,,5711.0,0.141,,,,4.17,,1.02,,1.38,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,62.4258829,39.4981,-48.3414,3.32542,298.219,12.958,12.27,10.704,10.362,10.271,
K2-413 b,b,K2-413,,,TIC 423610130,Gaia DR2 2439890557725244800,1,2022-10,2022,Transit,Space,K2,0.95 m Kepler Telescope,353.4175668,-7.6120272,75.99216,-63.15691,350.94028,-4.37808,0.8094,,0.0117,89.952,,,,,921.75,,,2457738.6924,,,,,,11.777,11.862,12.155,8.661,,14.5773,13.7731,0,[Fe/H],,14.557,,,0.984653805060519,-0.113622408234565,-0.1324644575983281,703776014,,0.068,0.76,,,,,2022-11-07,2022-10,2022-11-07,0,,,,,,,,,,,4116.0,-0.205,,,,4.66,,0.81,,0.7,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,0,23.154787,-7.07162,-22.0485,3.47849,285.162,16.469,15.013,12.644,12.014,11.86,
K2-413 c,c,K2-413,,,TIC 423610130,Gaia DR2 2439890557725244800,1,2022-10,2022,Transit,Space,K2,0.95 m Kepler Telescope,353.4175668,-7.6120272,75.99216,-63.15691,350.94028,-4.37808,5.3301,,0.0426,89.999,,,,,69.53,,,2457739.1673,,,,,,11.777,11.862,12.155,8.661,,14.5773,13.7731,0,[Fe/H],,14.557,,,0.984653805060519,-0.113622408234565,-0.1324644575983281,703776014,,0.11,1.233,,,,,2022-11-07,2022-10,2022-11-07,0,,,,,,,,,,,4116.0,-0.205,,,,4.66,,0.81,,0.7,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,0,23.154787,-7.07162,-22.0485,3.47849,285.162,16.469,15.013,12.644,12.014,11.86,
K2-414 c,c,K2-414,,,TIC 301288279,Gaia DR2 2634046753364013440,1,2022-10,2022,Transit,Space,K2,0.95 m Kepler Telescope,351.6361913,-4.6066569,77.2386,-59.71963,350.49933,-0.9176,6.669,,0.0552,89.997,,,,,56.13,,,2457740.2563,,,,,,11.391,11.462,11.411,8.727,,13.9384,13.2051,0,[Fe/H],,13.977,,,0.9861683215511714,-0.1449882237040335,-0.0803147343648388,-1463750136,,0.172,1.929,,,,,2022-11-07,2022-10,2022-11-07,0,,,,,,,,,,,4343.0,-0.102,,,,4.62,,0.81,,0.73,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,0,18.3916889,-5.40285,-17.5802,3.81706,260.036,15.555,14.289,12.184,11.559,11.438,
K2-414 b,b,K2-414,,,TIC 301288279,Gaia DR2 2634046753364013440,1,2022-10,2022,Transit,Space,K2,0.95 m Kepler Telescope,351.6361913,-4.6066569,77.2386,-59.71963,350.49933,-0.9176,4.3696,,0.0487,90.004,,,,,72.11,,,2457742.0993,,,,,,11.391,11.462,11.411,8.727,,13.9384,13.2051,0,[Fe/H],,13.977,,,0.9861683215511714,-0.1449882237040335,-0.0803147343648388,-1463750136,,0.109,1.219,,,,,2022-11-07,2022-10,2022-11-07,0,,,,,,,,,,,4343.0,-0.102,,,,4.62,,0.81,,0.73,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,0,18.3916889,-5.40285,-17.5802,3.81706,260.036,15.555,14.289,12.184,11.559,11.438,
K2-412 b,b,K2-412,,,TIC 69274518,Gaia DR2 3409152693750235008,1,2022-10,2022,Transit,Space,K2,0.95 m Kepler Telescope,76.2621295,21.580162,181.05077,-11.70195,77.23502,-1.2526,5.9382,,0.0586,89.998,,,,,243.52,,,2457823.1456,,,,,,12.472,12.441,11.839,8.72,,15.1491,14.3376,0,[Fe/H],,15.16,,,0.220833811913186,0.9033015389804592,0.3678026062868852,738429729,,0.189,2.116,,,,,2022-11-07,2022-10,2022-11-07,0,,,,,,,,,,,5590.0,0.014,,,,4.41,,0.89,,0.98,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,3.4900823,-2.24904,2.6688,1.50108,654.085,16.854,15.746,13.154,12.708,12.542,
Kepler-1712 b,b,Kepler-1712,,,TIC 48503881,Gaia DR2 2132326747070439296,1,2022-02,2021,Transit,Space,Kepler,0.95 m Kepler Telescope,284.998698,50.1466922,80.2389,19.19378,302.27568,71.90828,13.81499958,,,,,,,,,,,,,,,,,11.023,11.023,10.81,8.845,,14.1997,13.219,0,[Fe/H],,14.216,,,0.1658434494187533,-0.6189924433904865,0.7676876352465009,-479745564,,0.204,2.284,,,,,2021-12-05,2022-02,2021-12-05,0,,,,,,,,,,,3732.0,0.02,,,,4.74,,0.52,1.6603,0.51,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,20.0934847,9.37989,-17.7698,6.37055,156.264,16.961,14.946,12.009,11.342,11.124,
Kepler-923 b,b,Kepler-923,,,TIC 138574253,Gaia DR2 2076517323560360576,1,2016-05,2016,Transit,Space,Kepler,0.95 m Kepler Telescope,294.1710831,40.0551372,73.43862,9.1964,309.16455,60.24981,6.93366476,,,,,,,,,,,2454970.07236,4.322,,,,,12.61,12.676,12.388,9.287,,14.0117,13.5702,0,[Fe/H],,14.042,,,0.3134131524142992,-0.6983182789465965,0.6435244961792786,2078655071,,0.123,1.38,0.0104,,,,2016-05-06,2016-05,2016-05-10,0,,,,,,,,,,,5988.0,0.07,,,,4.28,4.68,1.11,,1.26,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,4.8212122,-0.412187,-4.80356,0.971283,1000.28,14.749,14.124,12.978,12.717,12.665,
NGTS-23 b,b,NGTS-23,,,TIC 77287067,Gaia DR2 4816462091938129408,1,2022-11,2022,Transit,Ground,Next-Generation Transit Survey (NGTS),20 cm NGTS telescope,70.4322947,-40.0445299,243.74636,-41.20214,57.7157,-61.30897,4.0764326,,0.0504,89.12,,0.0,1327.0,,,,,2458431.77134,3.919,,,,,12.71,12.744,12.789,9.24,,13.9535,13.5861,0,[Fe/H],F9 V,,,,0.2563966147080488,0.7213316672394054,-0.6433827801580267,-833081172,78.0,1.267,14.202,0.1048,8.72,,,2022-11-14,2022-11,2022-11-14,0,0.134,,,0.613,194.82881,0.613,194.82881,Mass,,,6057.0,-0.26,,1.46,0.283,4.04,6.39,1.01,0.755,1.24,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,12.3360162,0.844148,12.3071,0.901091,1074.95,14.572,14.126,13.056,12.797,12.73,F
NGTS-25 b,b,NGTS-25,,,TIC 290742484,Gaia DR2 6682513094425008640,1,2022-11,2022,Transit,Ground,Next-Generation Transit Survey (NGTS),20 cm NGTS telescope,307.4182976,-39.0323568,2.60742,-35.06443,300.02625,-19.41373,2.823093,,0.0388,89.34,,0.0,1101.0,,,,,2458204.26373,2.466,,,,,12.287,12.328,12.137,9.03,,14.0864,13.546,0,[Fe/H],K0 V,,,,0.4720007925143124,-0.6169429788508014,-0.629759170407673,355831039,100.0,1.023,11.467,0.1231,9.78,,,2023-01-04,2022-11,2023-01-04,0,0.113,,,0.639,203.09235,0.639,203.09235,Mass,,,5321.0,0.12,,1.96,-0.292,4.48,3.49,0.91,2.219,0.86,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,7.9329614,5.17449,6.01303,1.89029,521.233,15.137,14.333,12.818,12.417,12.324,K
HD 191939 g,g,HD 191939,HD 191939,HIP 99175,TIC 269701147,Gaia DR2 2248126315275354496,1,2022-11,2022,Radial Velocity,Ground,Multiple Observatories,Multiple Telescopes,302.0256247,66.8503014,99.98716,17.72195,16.03865,77.47141,284.0,18.0,0.812,,,0.03,278.0,,0.99,,,2459385.0,,,,,,7.04,7.178,7.178,7.099,,8.77476,8.2929,0,[Fe/H],G9 V,,,,0.2084788039106933,-0.3333040349112378,0.9194808364679794,-1738980752,1.53,,,,186.0,,,2022-11-14,2022-11,2022-11-14,0,,,,,,0.04248,13.5,Msini,0.04248,13.5,5348.0,-0.15,-9.5,2.0,-0.187,4.3,8.7,0.81,1.37,0.94,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,6,0,0,1,0,0,0,0,0,2,163.2826562,150.256,-63.909,18.6247,53.6089,9.72,8.97,7.597,7.215,7.18,G
Kepler-924 b,b,Kepler-924,,,TIC 122596334,Gaia DR2 2101136385334437632,1,2016-05,2016,Transit,Space,Kepler,0.95 m Kepler Telescope,290.6685136,40.3977086,72.52276,11.73741,304.16754,61.40753,61.0370117,,,,,,,,,,,2455008.18003,8.851,,,,,12.78,12.819,12.383,9.295,,14.1368,13.7167,0,[Fe/H],,14.171,,,0.2688022618367169,-0.7125485356405667,0.6480894447435083,1347075115,,0.274,3.07,0.02255,,,,2016-05-06,2016-05,2016-05-10,0,,,,,,,,,,,6167.0,0.01,,,,4.32,3.09,1.14,,1.23,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,1.82725,-1.82606,0.065935,0.921048,1053.04,15.143,14.293,13.114,12.83,12.745,
Kepler-1763 b,b,Kepler-1763,,,TIC 138575125,Gaia DR2 2076537252208879104,1,2022-02,2021,Transit,Space,Kepler,0.95 m Kepler Telescope,294.1130368,40.3628861,73.69343,9.37925,309.28506,60.55498,1.48028004,,,,,,,,,,,,,,,,,12.084,12.135,12.068,8.819,,13.5105,13.0851,0,[Fe/H],,13.522,,,0.3112889021912556,-0.6954704688900447,0.6476264712582587,2046146588,,0.102,1.147,,,,,2021-12-05,2022-02,2021-12-05,0,,,,,,,,,,,5897.0,0.02,,,,4.25,,1.03,0.8467,1.26,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,15.9762427,-5.94359,-14.8295,1.29324,756.486,14.262,13.634,12.471,12.182,12.134,
Kepler-4 b,b,Kepler-4,,,TIC 350814622,Gaia DR2 2132152916856093952,1,2010-04,2009,Transit,Space,Kepler,0.95 m Kepler Telescope,285.6154492,50.1357712,80.37016,18.81834,303.4578,71.76485,3.21346,,0.0456,89.76,,0.0,1650.0,,,1.91,0.087,2454956.6127,,,,,,10.744,10.778,10.682,9.323,,12.1577,11.7266,0,[Fe/H],,12.211,,,0.1725361422623288,-0.61731233626151,0.7675654754563872,287035939,9.3,0.357,4.002,0.0247,6.47,,,2014-05-14,2010-04,2014-05-14,0,0.022,,,0.077,24.472,0.077,24.472,Mass,,,5857.0,0.17,-61.0,2.2,0.354,4.17,4.5,1.22,,1.49,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,1,0,0,0,0,0,1,7.6063536,6.00259,4.67178,2.02093,487.916,13.209,12.285,11.122,10.836,10.805,
Kepler-925 b,b,Kepler-925,,,TIC 122294985,Gaia DR2 2101170951231556864,1,2016-05,2016,Transit,Space,Kepler,0.95 m Kepler Telescope,290.1065581,40.4906242,72.41955,12.16325,303.36613,61.62069,33.8678531,,,,,,,,,,,2454970.51356,3.682,,,,,13.291,13.378,12.297,9.411,,15.8155,15.0829,0,[Fe/H],,15.81,,,0.2614391458432667,-0.7141627442443228,0.649323607882973,-1046072041,,0.209,2.34,0.03001,,,,2016-05-06,2016-05,2016-05-10,0,,,,,,,,,,,4673.0,0.12,,,,4.62,2.57,0.77,,0.72,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,4.0478576,-0.167996,-4.04437,1.60877,611.115,17.462,16.025,13.978,13.406,13.339,
HD 167768 b,b,HD 167768,HD 167768,,TIC 2382387,Gaia DR2 4270573397890617856,1,2022-11,2022,Radial Velocity,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,274.2213308,-3.0085807,26.28216,6.28959,274.49325,20.36483,20.6532,58.73,0.1512,,2454594.07,0.149,,,,,,2454595.44,,,,,,,,,,,5.7545,5.19035,0,[Fe/H],G8 III,,,,0.0735080279254934,-0.9959125668818668,-0.0524855118797164,-187631418,61.06,,,,,,,2022-11-29,2022-11,2022-11-29,0,,,,,,0.85,270.15415,Msini,0.85,270.15415,4851.0,-0.67,,,1.669,2.5,5.31,1.08,,9.7,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,274.627813,18.05,-274.034,9.29992,107.214,6.886,5.98894,4.471,3.837,3.895,G
HD 114082 b,b,HD 114082,HD 114082,HIP 64184,TIC 441546821,Gaia DR2 6055854551117476480,1,2022-11,2022,Radial Velocity,Ground,La Silla Observatory,2.2 m MPG/ESO Telescope,197.3171237,-60.3084347,305.14033,2.48683,225.47349,-47.59295,109.75,211.7,0.5109,90.0,,0.395,,,,,,2459339.03854,,,,,,7.12,7.141,6.905,3.921,,8.09394,7.7897,0,[Fe/H],F3 V,,1.92,,-0.4728783764827757,-0.1474402643477183,-0.8687044431244088,-1312682483,287.0,1.0,11.209,0.06718,70.4,,,2022-11-29,2022-11,2022-11-29,0,,,,8.0,2542.62726,8.0,2542.62726,Mass,,,6651.0,0.0,,39.2,0.583,4.19,0.015,1.47,,1.49,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,44.4325687,-39.6103,-20.1315,10.4547,95.3906,8.636,8.2,7.403,7.226,7.163,F
KMT-2021-BLG-0119L b,b,KMT-2021-BLG-0119L,,,,,1,2022-09,2022,Microlensing,Ground,KMTNet,1.6 m wide-field telescope,274.0005417,-29.7438889,2.5721,-6.15518,273.4904,-6.35312,,,2.92,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0605743677349182,-0.8661361452974787,-0.496123899628651,1937068352,,,,,,,,2022-11-29,2022-09,2022-11-29,0,,,,5.52,1754.41281,5.52,1754.41281,Mass,,,,,,,,,,0.56,,,0,0,0,0,0,0,1,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,4,,,,,3130.0,,,,,,
KMT-2021-BLG-0192L b,b,KMT-2021-BLG-0192L,,,,,1,2022-09,2022,Microlensing,Ground,KMTNet,1.6 m wide-field telescope,268.1049583,-30.0086889,359.84241,-1.82089,268.34431,-6.58027,,,1.62,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-0.0286358149128299,-0.8654759650598461,-0.5001313267612879,-189901498,,,,,,,,2022-11-29,2022-09,2022-11-29,0,,,,0.11,34.96112,0.11,34.96112,Mass,,,,,,,,,,0.27,,,0,0,0,0,0,0,1,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,6,,,,,5120.0,,,,,,
KMT-2021-BLG-2294L b,b,KMT-2021-BLG-2294L,,,,,1,2022-09,2022,Microlensing,Ground,KMTNet,1.6 m wide-field telescope,270.0624167,-28.6124389,1.9081,-2.5967,270.05115,-5.17317,,,1.15,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0009563404629189,-0.877878510035034,-0.4788824563831793,-2116471175,,,,,,,,2022-11-29,2022-09,2022-11-29,0,,,,0.07,22.24799,0.07,22.24799,Mass,,,,,,,,,,0.14,,,0,0,0,0,0,0,1,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,4,,,,,6800.0,,,,,,
MOA-2019-BLG-008L b,b,MOA-2019-BLG-008L,,,,,1,2022-09,2022,Microlensing,Ground,MOA,1.8 m MOA Telescope,267.982875,-29.9897306,359.80491,-1.72023,268.23763,-6.56276,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-0.0304856898689673,-0.8655783206844075,-0.4998447693778281,-137493771,,,,,,,,2022-11-29,2022-09,2022-11-29,0,,,,18.0,5720.91133,18.0,5720.91133,Mass,,,,,,,,,,0.9,,,0,0,0,0,0,0,1,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,12,,,,,2700.0,,,,,,
HD 206893 c,c,HD 206893,HD 206893,,TIC 155782207,Gaia DR2 6843672087120107264,1,2022-08,2022,Imaging,Ground,European Southern Observatory,Multiple Telescopes,326.3416874,-12.7833522,41.69494,-44.278,324.26682,0.68711,2090.0,46.0,3.53,150.9,,0.41,1181.9,,,,,,,,,,,5.573,5.452,5.629,5.481,,6.56783,6.2566,0,,F5 V,,,,0.8117265201903032,-0.5405014244647212,-0.2212651499250355,770978482,,1.46,16.365,,,,,2022-12-05,2022-08,2022-12-05,0,,,,12.7,4036.42077,12.7,4036.42077,Mass,,,,,,,,,0.155,1.32,,,0,0,0,1,1,0,0,0,1,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,2,93.7762014,93.7762,0.0161577,24.5062,40.7583,7.108,6.68804,5.869,5.687,5.593,F
Kepler-926 b,b,Kepler-926,,,TIC 394174412,Gaia DR2 2101378312251177472,1,2016-05,2016,Transit,Space,Kepler,0.95 m Kepler Telescope,289.6793396,40.7004265,72.47195,12.54618,302.83593,61.91454,52.0688601,,,,,,,,,,,2455011.15605,3.0436,,,,,12.628,12.668,12.303,8.949,,14.2595,13.7771,0,[Fe/H],,14.279,,,0.2553044621514981,-0.7138486836756257,0.6521040472348802,-1573924900,,0.206,2.31,0.0208,,,,2016-05-06,2016-05,2016-05-10,0,,,,,,,,,,,5806.0,0.03,,,,4.43,4.37,1.01,,1.01,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,7.5696717,-2.53801,-7.13151,1.05753,921.361,15.247,14.431,13.105,12.789,12.687,
TOI-1136 b,b,TOI-1136,,,TIC 142276270,Gaia DR2 1677343097418015488,1,2022-10,2022,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,192.1848981,64.8552755,123.40032,52.27052,146.21921,60.02154,4.1727,25.0,0.05106,86.4,,0.027,1216.0,,,2.8,,,,,,,,7.954,7.986,7.961,8.041,,9.36789,8.9361,0,[Fe/H],,,,,-0.4153336983761762,-0.0896837404804537,0.9052373974193741,1171597118,,,,,,,,2024-04-10,2024-02,2024-04-10,0,,,,0.01101,3.5,0.01101,3.5,Mass,,,5770.0,0.07,,6.7,,4.47,0.7,1.02,1.5649,0.97,1,0,1,0,0,0,0,0,0,0,Published Confirmed,1,6,0,0,0,0,0,0,0,0,0,10.2137503,0.93678,-10.1707,11.8003,84.5362,10.159,9.534,8.363,8.088,8.034,
TOI-1136 g,g,TOI-1136,,,TIC 142276270,Gaia DR2 1677343097418015488,1,2022-10,2022,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,192.1848981,64.8552755,123.40032,52.27052,146.21921,60.02154,39.545,-81.0,0.229,89.5,,0.04,574.0,,,1.9,,,,,,,,7.954,7.986,7.961,8.041,,9.36789,8.9361,0,[Fe/H],,,,,-0.4153336983761762,-0.0896837404804537,0.9052373974193741,1171597118,,,,,,,,2024-04-10,2024-02,2024-04-10,0,,,,0.01762,5.6,0.01762,5.6,Mass,,,5770.0,0.07,,6.7,,4.47,0.7,1.02,1.5649,0.97,1,0,1,1,0,0,0,0,0,0,Published Confirmed,1,6,0,0,0,0,0,0,0,0,0,10.2137503,0.93678,-10.1707,11.8003,84.5362,10.159,9.534,8.363,8.088,8.034,
TOI-6002 b,b,TOI-6002,,,TIC 102734241,Gaia DR2 2034047656176989952,1,2024-10,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,299.6142524,32.2871702,68.85739,1.52865,312.12752,51.48376,10.904821,-160.0,0.05722,89.68,,0.15,321.4,,1.68,,0.387,2458692.7639,1.657,,,,,,,,,,13.9558,12.6396,0,[Fe/H],M3.5+/-0.5,,,,0.4177521319460695,-0.7349510040236962,0.5341630630613413,-2135336603,,0.147,1.65,0.0622,50.6,,,2024-11-04,2024-10,2024-11-04,0,0.26,,,,,,,,,,3229.0,-0.18,-10.2,,-2.235,4.99,6.35,0.21,20.6,0.24,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,348.6378957,-37.9981,-346.561,31.1952,32.0266,,14.6,10.997,10.425,10.175,M
